date,product,region,customer_segment,quantity,revenue,cost,profit,churn_risk
2024-02-12,Product_C,North,Returning,16,19008,11339.8,7668.2,Medium
2024-02-12,Product_C,North,High Value,2,1452,954.57,497.43,Medium
2024-04-22,Product_A,West,New,4,912,646.16,265.84,Low
2024-06-13,Product_D,South,High Value,13,13052,9785.24,3266.76,Low
2024-03-19,Product_B,East,High Value,19,22154,13803.57,8350.43,Medium
2024-06-13,Product_B,East,High Value,2,1828,1344.02,483.98,Low
2024-06-14,Product_A,North,High Value,7,5698,4123.03,1574.97,Low
2024-04-04,Product_C,East,New,11,6138,4253.1,1884.9,Medium
2024-02-05,Product_C,East,High Value,6,2184,1348.14,835.86,Low
2024-03-13,Product_A,East,Returning,9,12384,8535.95,3848.05,Medium
2024-01-13,Product_D,East,Returning,6,4374,3056.2,1317.8,Medium
2024-05-24,Product_A,South,Returning,1,1068,712.5,355.5,Low
2024-06-17,Product_A,West,High Value,18,16506,10019.84,6486.16,Low
2024-01-18,Product_D,East,High Value,14,11256,6828.38,4427.62,High
2024-01-30,Product_C,East,New,17,13549,9099.14,4449.86,Low
2024-03-17,Product_A,West,Returning,5,6145,4236.38,1908.62,Low
2024-03-30,Product_B,North,New,5,4000,2798.01,1201.99,Low
2024-02-16,Product_D,North,Returning,1,469,273.84,195.16,Medium
2024-05-02,Product_B,West,New,14,19138,13685.98,5452.02,Low
2024-03-31,Product_A,North,Returning,8,4688,3405.09,1282.91,High
2024-03-03,Product_A,North,New,15,11955,6782.36,5172.64,Medium
2024-04-20,Product_A,North,High Value,14,4368,2813.6,1554.4,Low
2024-04-25,Product_D,South,Returning,13,7930,4926.51,3003.49,Low
2024-02-16,Product_C,South,Returning,3,2850,1918.76,931.24,Low
2024-06-09,Product_C,North,New,3,2706,1551.89,1154.11,Low
2024-02-05,Product_D,West,High Value,11,6600,4219.19,2380.81,Low
2024-04-14,Product_A,West,High Value,11,10307,5909.51,4397.49,Low
2024-01-29,Product_C,East,Returning,6,3330,2455.26,874.74,Low
2024-02-16,Product_D,North,High Value,13,13052,7273.46,5778.54,Low
2024-04-03,Product_B,East,Returning,9,12132,7698.25,4433.75,Low
2024-04-19,Product_B,North,New,16,17104,10797.3,6306.7,Low
2024-04-13,Product_A,North,Returning,10,14160,10105.6,4054.4,Low
2024-01-25,Product_C,West,High Value,12,11736,7266.13,4469.87,Medium
2024-05-11,Product_B,West,High Value,7,9548,6253.31,3294.69,Medium
2024-03-03,Product_D,South,Returning,9,2943,1977.51,965.49,Low
2024-02-14,Product_D,North,Returning,10,8990,6162.97,2827.03,Low
2024-04-02,Product_C,West,High Value,11,6754,4656.81,2097.19,Low
2024-01-21,Product_D,North,New,11,9097,6321.3,2775.7,Low
2024-05-06,Product_A,East,New,18,21762,12355.48,9406.52,High
2024-03-19,Product_C,East,High Value,9,7191,4571.92,2619.08,Low
2024-01-20,Product_A,North,High Value,11,11418,7011.95,4406.05,Low
2024-01-14,Product_B,West,High Value,11,14168,9414.02,4753.98,Low
2024-03-20,Product_C,South,High Value,2,2872,2008.36,863.64,High
2024-05-21,Product_D,North,High Value,4,2380,1663.35,716.65,Low
2024-03-24,Product_B,South,Returning,1,1493,1081.92,411.08,Low
2024-06-15,Product_C,West,New,13,18603,12589.7,6013.3,Low
2024-04-14,Product_D,West,High Value,2,1242,845.91,396.09,Low
2024-03-08,Product_D,East,High Value,19,26334,16113.08,10220.92,Medium
2024-05-15,Product_D,North,Returning,7,1687,1046.52,640.48,Low
2024-06-19,Product_B,South,High Value,10,14100,10019.56,4080.44,Low
2024-05-25,Product_D,North,New,10,9990,6458.12,3531.88,Medium
2024-03-22,Product_C,South,Returning,1,255,171.36,83.64,Low
2024-01-23,Product_C,East,New,17,14773,8198.6,6574.4,Low
2024-03-15,Product_B,North,New,9,9009,6488.75,2520.25,Medium
2024-06-01,Product_D,North,High Value,19,10545,6279.17,4265.83,Low
2024-04-26,Product_C,East,Returning,9,2736,1744.84,991.16,Low
2024-02-24,Product_A,South,High Value,10,4980,2751.53,2228.47,Low
2024-02-03,Product_B,South,New,16,13392,8018.16,5373.84,Low
2024-01-03,Product_D,West,New,16,17536,12755.13,4780.87,High
2024-01-17,Product_A,West,High Value,5,6740,4510.49,2229.51,Low
2024-02-12,Product_C,East,New,8,9248,6103.1,3144.9,High
2024-02-09,Product_A,South,High Value,15,13485,8019.81,5465.19,High
2024-05-01,Product_D,West,New,4,944,625.53,318.47,High
2024-01-03,Product_C,South,Returning,18,17352,10369.99,6982.01,High
2024-03-06,Product_A,East,Returning,1,1424,945.59,478.41,High
2024-04-20,Product_C,South,Returning,10,10320,7496.87,2823.13,Low
2024-01-31,Product_B,South,New,15,9600,6671.87,2928.13,Low
2024-03-12,Product_B,North,Returning,9,12942,7341.89,5600.11,Low
2024-04-08,Product_D,North,Returning,9,12465,9346.77,3118.23,Low
2024-05-14,Product_C,East,High Value,17,7208,4194.69,3013.31,Low
2024-03-30,Product_B,North,Returning,2,736,484.88,251.12,Low
2024-06-10,Product_C,North,High Value,4,3824,2777.22,1046.78,Low
2024-01-01,Product_D,West,New,16,20016,14238.12,5777.88,Low
2024-02-13,Product_B,West,Returning,12,14100,10030.11,4069.89,Low
2024-03-25,Product_B,North,High Value,5,4190,3133.52,1056.48,Low
2024-02-04,Product_B,North,New,18,17424,11262.53,6161.47,Low
2024-03-10,Product_A,West,New,4,1548,1077.17,470.83,High
2024-06-01,Product_B,East,Returning,9,6705,4767.38,1937.62,High
2024-05-12,Product_B,South,New,2,1884,1347.39,536.61,Low
2024-01-22,Product_A,South,Returning,1,532,326.32,205.68,Low
2024-06-06,Product_D,South,High Value,17,12563,9325.79,3237.21,Low
2024-01-28,Product_B,South,Returning,11,12188,8116.73,4071.27,Medium
2024-06-06,Product_D,North,High Value,3,1548,985.53,562.47,Medium
2024-06-08,Product_A,South,High Value,15,9840,6250.99,3589.01,Low
2024-01-29,Product_A,North,Returning,18,16344,9315.31,7028.69,Low
2024-02-10,Product_B,West,Returning,11,13673,9728.44,3944.56,Low
2024-01-19,Product_D,West,Returning,1,1355,890.36,464.64,High
2024-02-28,Product_B,West,New,3,1392,990.94,401.06,Medium
2024-05-19,Product_A,North,Returning,2,484,340.76,143.24,Medium
2024-05-22,Product_B,East,New,18,24354,13686.58,10667.42,Low
2024-02-24,Product_B,West,High Value,16,3200,2019.2,1180.8,High
2024-03-26,Product_B,North,New,13,3276,2013.56,1262.44,High
2024-01-14,Product_D,West,High Value,5,6685,4198.56,2486.44,Low
2024-02-11,Product_B,East,Returning,11,9108,5535.55,3572.45,Low
2024-02-11,Product_C,North,New,18,6786,3896.73,2889.27,Low
2024-06-20,Product_B,West,New,9,9693,5706.51,3986.49,Low
2024-01-27,Product_A,East,New,4,2576,1623.53,952.47,High
2024-06-14,Product_A,North,Returning,15,5160,3549.9,1610.1,Medium
2024-01-18,Product_A,East,Returning,6,4056,2740.2,1315.8,Low
2024-02-28,Product_B,West,New,8,10384,7027.66,3356.34,Low
2024-03-30,Product_D,East,Returning,19,6802,3846.82,2955.18,Low
2024-05-18,Product_B,South,New,15,10860,6657.08,4202.92,Low
2024-03-22,Product_D,South,Returning,9,7803,4703.61,3099.39,Low
2024-04-07,Product_B,East,Returning,2,1310,795.15,514.85,Low
2024-05-15,Product_C,North,High Value,6,7914,5121.36,2792.64,Medium
2024-03-12,Product_D,West,High Value,5,1520,838.97,681.03,Low
2024-03-13,Product_B,South,High Value,4,2324,1716.6,607.4,High
2024-04-30,Product_D,North,High Value,6,3570,2219.27,1350.73,Low
2024-04-08,Product_C,North,Returning,2,2952,1925.11,1026.89,Low
2024-06-08,Product_B,East,High Value,15,22395,14519.74,7875.26,High
2024-02-03,Product_C,North,New,8,3080,1891.16,1188.84,Low
2024-03-02,Product_B,South,New,19,17309,9650.75,7658.25,Medium
2024-03-05,Product_D,West,Returning,3,4377,2453.17,1923.83,Low
2024-04-11,Product_A,West,New,17,11866,7421.42,4444.58,High
2024-01-02,Product_C,North,New,12,16344,12019.39,4324.61,Medium
2024-06-27,Product_A,North,High Value,14,12796,8970.15,3825.85,Medium
2024-04-06,Product_A,East,High Value,12,12828,8112.29,4715.71,High
2024-03-01,Product_B,East,New,16,6592,4746.91,1845.09,High
2024-01-28,Product_A,West,Returning,11,4444,3027.41,1416.59,Low
2024-05-07,Product_A,North,New,9,2484,1724.88,759.12,High
2024-05-25,Product_A,South,Returning,10,7500,4765.67,2734.33,Low
2024-06-26,Product_A,South,New,19,20520,13236.1,7283.9,Low
2024-05-23,Product_A,East,Returning,2,2362,1443.49,918.51,Low
2024-01-08,Product_C,West,Returning,14,15288,8422.81,6865.19,Low
2024-02-28,Product_B,South,New,1,1112,807.81,304.19,Low
2024-01-29,Product_D,North,High Value,15,12345,8741.66,3603.34,Low
2024-03-08,Product_A,South,Returning,11,5093,2895.99,2197.01,Low
2024-01-30,Product_B,North,High Value,16,20512,14060.16,6451.84,Medium
2024-04-30,Product_A,West,High Value,11,8360,5486.4,2873.6,Low
2024-02-07,Product_D,South,High Value,12,12588,7674.02,4913.98,Low
2024-06-09,Product_A,North,High Value,14,11270,7014.86,4255.14,Medium
2024-02-29,Product_D,East,High Value,7,10458,6167.98,4290.02,Medium
2024-01-18,Product_C,East,High Value,6,6846,4331.25,2514.75,Low
2024-05-21,Product_D,North,New,11,3916,2740.16,1175.84,Medium
2024-04-07,Product_C,South,High Value,19,24491,15961.72,8529.28,Medium
2024-03-24,Product_B,West,High Value,14,3808,2736.07,1071.93,Low
2024-03-21,Product_A,West,New,8,3768,2350.47,1417.53,High
2024-02-14,Product_D,South,New,15,13560,8108.74,5451.26,Low
2024-03-26,Product_D,North,Returning,14,9716,6639.99,3076.01,High
2024-03-21,Product_C,South,High Value,17,13974,8346.23,5627.77,Medium
2024-04-23,Product_A,East,Returning,11,3652,2568.65,1083.35,Low
2024-03-21,Product_A,East,High Value,15,4650,2557.72,2092.28,Low
2024-06-14,Product_D,East,Returning,5,2640,1877.52,762.48,Low
2024-03-03,Product_C,West,High Value,2,2492,1621.92,870.08,High
2024-05-08,Product_C,East,High Value,9,1908,1079.37,828.63,Low
2024-03-30,Product_A,South,New,17,24038,17349.44,6688.56,Medium
2024-05-07,Product_B,East,New,13,5135,3218.09,1916.91,Low
2024-05-14,Product_C,West,Returning,9,3123,2114.98,1008.02,Low
2024-03-11,Product_D,North,High Value,11,6611,4954.03,1656.97,Low
2024-03-27,Product_C,West,New,12,14808,10057.73,4750.27,Low
2024-05-08,Product_D,North,High Value,3,2481,1754.07,726.93,Medium
2024-02-15,Product_D,East,New,17,8160,5218.43,2941.57,Medium
2024-03-19,Product_D,South,Returning,9,3114,2014.01,1099.99,Low
2024-02-01,Product_A,West,High Value,18,6174,4386.82,1787.18,Low
2024-05-22,Product_B,East,Returning,1,1430,935.29,494.71,Medium
2024-01-17,Product_B,East,Returning,14,20216,11648.52,8567.48,Medium
2024-01-30,Product_A,East,New,19,5149,3344.34,1804.66,Low
2024-04-30,Product_C,East,High Value,3,2088,1154.0,934.0,Low
2024-05-15,Product_D,West,High Value,14,8008,5211.11,2796.89,Low
2024-04-23,Product_B,South,New,1,545,380.22,164.78,Low
2024-03-04,Product_A,North,New,15,14700,9508.5,5191.5,Medium
2024-06-22,Product_B,East,High Value,13,10387,6801.73,3585.27,Low
2024-06-22,Product_A,North,New,10,6100,3465.94,2634.06,High
2024-03-14,Product_B,West,New,1,1240,692.71,547.29,Low
2024-01-24,Product_D,East,High Value,5,5940,3318.87,2621.13,Low
2024-06-18,Product_A,South,High Value,17,22559,13858.18,8700.82,High
2024-03-10,Product_D,East,High Value,10,12770,7691.81,5078.19,Low
2024-05-22,Product_B,East,High Value,9,13401,8785.82,4615.18,High
2024-05-25,Product_B,East,Returning,5,4150,2369.73,1780.27,Medium
2024-05-14,Product_D,East,Returning,5,6395,3915.07,2479.93,Low
2024-05-18,Product_D,East,Returning,7,7511,5184.11,2326.89,Low
2024-03-09,Product_B,North,High Value,13,6708,4349.29,2358.71,Medium
2024-03-07,Product_B,South,Returning,19,12179,6899.24,5279.76,Medium
2024-04-09,Product_C,North,Returning,17,13056,8028.15,5027.85,High
2024-01-22,Product_D,South,High Value,7,6671,4283.94,2387.06,Medium
2024-01-13,Product_C,North,New,7,1995,1391.93,603.07,High
2024-03-23,Product_C,North,New,9,9936,5715.75,4220.25,High
2024-05-05,Product_D,North,New,1,988,696.48,291.52,Low
2024-05-15,Product_B,East,High Value,3,3957,2349.71,1607.29,Low
2024-01-15,Product_B,West,New,1,999,703.29,295.71,Low
2024-05-28,Product_C,East,New,2,782,521.49,260.51,Low
2024-03-25,Product_A,South,New,15,8835,5414.86,3420.14,Low
2024-03-22,Product_C,North,High Value,2,2266,1432.53,833.47,Medium
2024-02-29,Product_D,North,New,19,24624,16552.37,8071.63,Medium
2024-03-05,Product_B,South,Returning,6,6354,3845.35,2508.65,High
2024-01-16,Product_A,East,New,11,14289,8848.51,5440.49,Medium
2024-01-05,Product_B,East,Returning,19,14003,10395.51,3607.49,Medium
2024-04-28,Product_C,East,Returning,18,12438,7830.4,4607.6,Low
2024-01-30,Product_A,East,High Value,4,5068,2923.98,2144.02,Low
2024-06-16,Product_B,West,New,4,2116,1366.09,749.91,Low
2024-05-22,Product_A,North,High Value,2,2624,1706.62,917.38,Medium
2024-06-27,Product_A,South,Returning,3,2214,1433.08,780.92,Low
2024-02-15,Product_A,North,Returning,16,17120,12451.77,4668.23,Low
2024-06-23,Product_B,West,New,5,2350,1730.75,619.25,High
2024-06-10,Product_D,East,Returning,15,17775,12886.83,4888.17,Low
2024-05-14,Product_C,West,High Value,17,23664,14403.56,9260.44,Low
2024-02-23,Product_B,North,High Value,7,2870,1798.44,1071.56,Medium
2024-04-10,Product_B,East,New,2,2492,1503.78,988.22,Low
2024-05-18,Product_B,North,New,6,5280,3549.91,1730.09,Low
2024-04-19,Product_A,East,New,17,7531,4159.12,3371.88,Low
2024-04-23,Product_C,West,Returning,15,18540,10684.84,7855.16,Low
2024-02-15,Product_B,West,Returning,9,11421,7065.43,4355.57,Low
2024-01-04,Product_D,South,New,1,323,196.04,126.96,High
2024-06-11,Product_A,East,High Value,3,3255,2355.84,899.16,Medium
2024-03-04,Product_A,South,New,15,18375,13117.65,5257.35,High
2024-02-13,Product_B,North,New,7,5775,3979.45,1795.55,Medium
2024-06-14,Product_B,South,Returning,7,8106,5326.24,2779.76,Low
2024-01-21,Product_C,South,Returning,4,5520,3522.0,1998.0,Medium
2024-01-24,Product_A,South,New,14,8316,5107.13,3208.87,Low
2024-03-09,Product_D,South,Returning,4,3288,2454.83,833.17,High
2024-01-26,Product_B,North,Returning,9,3042,1871.3,1170.7,Medium
2024-01-08,Product_B,South,Returning,6,2424,1491.62,932.38,Medium
2024-03-12,Product_C,South,Returning,5,5290,3318.14,1971.86,Low
2024-04-24,Product_C,East,Returning,15,7860,4521.31,3338.69,Low
2024-04-26,Product_A,North,High Value,7,7959,5062.2,2896.8,High
2024-03-17,Product_D,South,High Value,13,5928,4437.22,1490.78,Medium
2024-03-09,Product_C,East,Returning,13,15431,10408.36,5022.64,Low
2024-03-14,Product_D,South,New,17,21607,13109.0,8498.0,High
2024-04-08,Product_B,East,High Value,1,467,324.32,142.68,Low
2024-03-03,Product_D,North,New,1,992,673.13,318.87,Low
2024-01-29,Product_A,East,Returning,3,744,506.39,237.61,Low
2024-01-03,Product_B,North,Returning,18,22050,15662.64,6387.36,Medium
2024-01-25,Product_C,North,Returning,14,8666,5413.72,3252.28,Medium
2024-04-09,Product_C,North,High Value,18,15156,10499.78,4656.22,Low
2024-06-05,Product_D,East,New,17,23817,13820.8,9996.2,Low
2024-01-13,Product_B,South,Returning,1,1047,631.13,415.87,Low
2024-02-12,Product_A,South,Returning,16,14992,9573.1,5418.9,High
2024-04-23,Product_C,South,Returning,12,9600,6053.13,3546.87,Low
2024-03-05,Product_D,East,Returning,19,14022,9795.3,4226.7,Medium
2024-03-18,Product_B,North,Returning,12,12156,8086.56,4069.44,Low
2024-01-16,Product_D,West,High Value,13,18252,10333.22,7918.78,High
2024-06-20,Product_D,South,Returning,16,13536,9940.8,3595.2,Low
2024-06-13,Product_D,South,High Value,11,3421,2229.86,1191.14,Medium
2024-01-02,Product_A,West,High Value,17,11764,6771.79,4992.21,Low
2024-02-01,Product_B,West,High Value,6,1896,1310.76,585.24,High
2024-04-04,Product_B,North,Returning,5,5065,2828.5,2236.5,Low
2024-02-13,Product_C,North,Returning,16,17936,10137.4,7798.6,Medium
2024-03-17,Product_A,East,High Value,17,15028,10419.57,4608.43,Medium
2024-05-29,Product_B,West,High Value,1,1067,670.09,396.91,Low
2024-05-18,Product_A,East,New,8,11112,6454.18,4657.82,High
2024-04-10,Product_A,East,New,11,15532,8870.95,6661.05,Medium
2024-05-24,Product_D,East,High Value,10,5630,3432.11,2197.89,Low
2024-02-12,Product_B,South,New,13,6968,3942.07,3025.93,Low
2024-04-29,Product_D,West,Returning,13,19474,13372.54,6101.46,Medium
2024-06-11,Product_D,West,High Value,8,6176,4089.93,2086.07,Medium
2024-06-01,Product_A,North,Returning,11,14333,7952.54,6380.46,Low
2024-06-21,Product_C,North,New,7,7665,4338.53,3326.47,Low
2024-04-15,Product_A,South,Returning,14,3444,2279.92,1164.08,Medium
2024-02-01,Product_D,West,High Value,16,5152,2852.54,2299.46,Medium
2024-01-15,Product_D,North,High Value,9,9432,6490.38,2941.62,Low
2024-05-05,Product_A,North,New,5,2170,1287.6,882.4,Medium
2024-05-22,Product_A,South,Returning,17,19278,12238.39,7039.61,Low
2024-04-01,Product_A,West,Returning,12,5472,3912.63,1559.37,Low
2024-05-10,Product_D,East,High Value,18,25092,15330.01,9761.99,Low
2024-03-04,Product_A,West,Returning,12,10452,7241.39,3210.61,Low
2024-03-03,Product_C,West,High Value,5,6455,4054.23,2400.77,Low
2024-02-27,Product_B,West,Returning,19,28177,18468.04,9708.96,Medium
2024-05-21,Product_D,North,Returning,10,12010,8204.71,3805.29,Low
2024-03-14,Product_C,West,New,3,2100,1336.3,763.7,Medium
2024-02-17,Product_A,North,Returning,1,1290,763.86,526.14,Low
2024-06-02,Product_C,West,Returning,1,1323,761.36,561.64,Medium
2024-01-19,Product_A,East,Returning,4,1760,1015.24,744.76,Medium
2024-04-21,Product_A,East,New,16,9376,6736.41,2639.59,Medium
2024-02-22,Product_B,South,Returning,4,1904,1364.63,539.37,Low
2024-02-05,Product_B,East,High Value,9,12105,7306.27,4798.73,Medium
2024-03-04,Product_A,East,High Value,9,6660,4993.54,1666.46,Medium
2024-03-30,Product_B,West,Returning,1,1284,788.5,495.5,High
2024-05-12,Product_A,West,New,14,15260,9517.04,5742.96,Low
2024-02-29,Product_C,North,New,13,15561,11162.28,4398.72,Medium
2024-04-26,Product_D,East,New,6,5976,3688.58,2287.42,Low
2024-06-08,Product_D,South,Returning,16,12112,8354.45,3757.55,High
2024-06-19,Product_A,West,Returning,10,7880,5038.06,2841.94,Low
2024-05-09,Product_B,South,New,2,1332,864.82,467.18,Low
2024-02-05,Product_A,East,High Value,1,1193,756.58,436.42,High
2024-03-28,Product_B,South,New,3,2316,1647.82,668.18,Low
2024-06-21,Product_B,North,High Value,13,11206,7439.62,3766.38,High
2024-04-13,Product_C,North,New,7,9240,6653.39,2586.61,Low
2024-04-13,Product_B,North,Returning,8,2648,1897.5,750.5,Low
2024-06-04,Product_A,East,High Value,5,4165,3079.08,1085.92,Low
2024-06-12,Product_B,West,New,1,488,286.55,201.45,Low
2024-02-20,Product_B,South,High Value,13,19123,10949.29,8173.71,Medium
2024-01-09,Product_C,East,New,10,2110,1476.31,633.69,Medium
2024-02-08,Product_A,South,High Value,19,27379,17828.16,9550.84,Low
2024-05-28,Product_A,South,Returning,18,18810,13315.15,5494.85,Medium
2024-06-25,Product_D,North,New,18,10926,7857.9,3068.1,Low
2024-05-01,Product_B,North,High Value,16,13408,8404.57,5003.43,Medium
2024-05-17,Product_A,West,New,11,6776,4865.77,1910.23,Medium
2024-04-20,Product_C,South,High Value,7,4081,2531.02,1549.98,Low
2024-05-31,Product_D,West,High Value,9,6048,4384.68,1663.32,Medium
2024-02-14,Product_D,West,High Value,10,6890,5114.22,1775.78,Low
2024-03-08,Product_D,South,High Value,6,5442,3896.08,1545.92,Medium
2024-01-24,Product_B,East,High Value,19,26163,17008.99,9154.01,High
2024-05-06,Product_A,East,Returning,17,15878,9543.42,6334.58,Medium
2024-05-25,Product_A,East,High Value,13,2639,1730.44,908.56,Medium
2024-01-19,Product_B,North,High Value,14,17640,10102.03,7537.97,Medium
2024-03-25,Product_B,West,High Value,12,14808,10868.69,3939.31,Low
2024-02-16,Product_C,North,High Value,6,5394,3007.37,2386.63,Low
2024-03-24,Product_B,East,Returning,14,10416,7283.52,3132.48,Low
2024-03-18,Product_A,South,High Value,4,2696,1985.62,710.38,Low
2024-04-04,Product_A,East,High Value,1,695,433.83,261.17,Medium
2024-03-12,Product_D,East,High Value,9,5904,4080.44,1823.56,Low
2024-03-27,Product_B,West,High Value,13,16003,9512.45,6490.55,Medium
2024-01-01,Product_C,South,High Value,1,403,237.13,165.87,Medium
2024-03-15,Product_B,North,Returning,16,14208,8148.45,6059.55,High
2024-02-01,Product_D,East,High Value,8,4688,2795.28,1892.72,Medium
2024-04-10,Product_B,West,Returning,8,7112,4736.92,2375.08,High
2024-05-17,Product_C,East,New,18,19656,13445.7,6210.3,Low
2024-04-08,Product_C,East,New,16,11104,6854.39,4249.61,Low
2024-02-05,Product_D,West,Returning,11,6996,4098.03,2897.97,High
2024-06-18,Product_D,South,Returning,6,6114,4143.51,1970.49,Low
2024-03-19,Product_D,South,Returning,5,2720,1599.08,1120.92,Medium
2024-03-27,Product_D,West,New,12,4416,3073.11,1342.89,Low
